id,task,context,query,distractor_count,expected_focus,difficulty,brain_zone,neural_analog
tagp_filter_0058,Selective Filtering,Python is popular for AI. JavaScript is a programming language. Java runs on JVM. Go is good for concurrency. Rust is fast and safe. PHP is for web development. C++ is low-level. Ruby is elegant. The error code is ERR_TIMEOUT_DB_CONNECTION.,What is the error code?,13,ERR_TIMEOUT_DB_CONNECTION,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0422,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0393,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,18,"3, 2",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0200,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0309,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,20,"3, 2",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0096,Adversarial Needle,The password is: admin456 | The password is: monkey123 | The password is: password1 | The password is: 123456 | The password is: hunter2 | The password is: football | The password is: qwerty123 | The password is: letmein789 | The password is: CORRECT_answ3r!XK9,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0083,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,18,"3, 2",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_shift_0379,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0434,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,5,car,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0055,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_sustained_0133,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_sustained_0033,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0438,Adversarial Needle,The password is: password1 | The password is: 123456 | The password is: qwerty123 | The password is: hunter2 | The password is: letmein789 | The password is: admin456 | The password is: CORRECT_answ3r!XK9 | The password is: football | The password is: monkey123,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0377,Selective Filtering,Buy groceries on the way home. The meeting is at 3 PM. Please send the report. Pay electricity bill. Renew library books. Critical: System failure in production. Immediate action required. Doctor appointment on Friday. The car needs oil change. Don't forget to call mom.,What is the critical message?,8,System failure in production,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_sustained_0053,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0332,Selective Filtering,The car needs oil change. Don't forget to call mom. Pay electricity bill. Doctor appointment on Friday. Critical: System failure in production. Immediate action required. The meeting is at 3 PM. Renew library books. Please send the report. Buy groceries on the way home.,What is the critical message?,8,System failure in production,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_sustained_0344,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0224,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: football | The password is: qwerty123 | The password is: admin456 | The password is: monkey123 | The password is: 123456 | The password is: password1 | The password is: hunter2 | The password is: letmein789,What is the correct password?,8,CORRECT_answ3r!XK9,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0352,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,3,car,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0090,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0208,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,4,car,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0037,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,3,Item B,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0268,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0021,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0043,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,4,Item B,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0052,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0222,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,3,car,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0035,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,10,"3, 2",3.0,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0289,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0306,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,12,"5, 4",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0009,Adversarial Needle,Debug line 5: ERROR: division by zero | Debug line 6: variable product = 30 | Debug line 7: variable diff = -5 | Debug line 3: variable z = 15 | Debug line 1: variable x = 5 | Debug line 4: variable sum = 20 | Debug line 8: ERROR: null pointer | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 2: variable y = 10,What is the REAL error message?,8,REAL_bug_buffer_overflow_0xdeadbeef,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0288,Adversarial Needle,The password is: 123456 | The password is: password1 | The password is: CORRECT_answ3r!XK9 | The password is: football | The password is: admin456 | The password is: monkey123 | The password is: letmein789 | The password is: qwerty123 | The password is: hunter2,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0384,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0017,Adversarial Needle,Debug line 4: variable sum = 20 | Debug line 2: variable y = 10 | Debug line 7: variable diff = -5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 1: variable x = 5 | Debug line 8: ERROR: null pointer | Debug line 6: variable product = 30 | Debug line 5: ERROR: division by zero | Debug line 3: variable z = 15,What is the REAL error message?,3,REAL_bug_buffer_overflow_0xdeadbeef,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0195,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0209,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
