id,task,question,answer,ground_truth_confidence,difficulty,brain_zone,neural_analog
tmp_confidence_calibration_0508,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0509,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0510,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0511,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0512,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0513,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0514,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0515,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0516,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0517,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0518,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0519,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0520,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0521,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0522,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0523,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0524,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0525,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0526,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0527,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0528,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0529,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0530,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0531,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0532,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0533,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0534,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0535,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0536,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0537,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0538,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0539,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0540,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0541,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0542,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0543,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0544,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0545,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0546,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0547,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0548,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0549,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0550,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0551,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0552,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0553,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0554,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0555,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0556,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0557,Confidence Calibration,What is 2^20?,1048576,0.98,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0558,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,5.5051,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
