id,task,scenario,perspective,expected_inference,difficulty,brain_zone,neural_analog
tscp_neg_0011,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0295,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0324,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_neg_0437,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0404,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_prag_0372,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0307,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0150,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0349,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0238,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0418,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_neg_0068,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0093,Audience Adaptation,"Topic: Quantum computing
Audience: Physics undergraduate students
Required complexity: technical but accessible, use relevant analogies",Level 4 adaptation,"Discuss qubits, superposition, entanglement with some math",69.406,broca,Broca area adjusts complexity based on audience model
tscp_aud_0109,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_norm_0437,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_tom_0152,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0362,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_aud_0099,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_aud_0167,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_norm_0187,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_norm_0057,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_prag_0333,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0355,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0417,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0075,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0370,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0234,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_aud_0060,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_neg_0426,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0292,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0419,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_norm_0304,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_prag_0139,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0345,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_tom_0332,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0432,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0308,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0079,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
