id,question_type,question,answer
tagp_filter_0033,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0345,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0252,factual,Which vehicle is fastest?,car
tagp_shift_0007,factual,Which item has better quality?,Item B
tagp_sustained_0005,factual,How did Alice pay?,cash
tagp_filter_0318,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0149,factual,What is the critical message?,System failure in production
tagp_shift_0397,factual,Which item has better quality?,Item B
tagp_divided_0143,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0244,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0343,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0382,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0435,factual,Which item has better quality?,Item B
tagp_filter_0295,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0385,factual,Which item has better quality?,Item B
tagp_sustained_0227,factual,Which server runs the API?,Server B
tagp_divided_0002,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0098,factual,What is the critical message?,System failure in production
tagp_shift_0170,factual,Which vehicle is fastest?,car
tagp_needle_0235,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0150,factual,How did Alice pay?,cash
tagp_divided_0123,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0391,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0249,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0171,factual,Which item has better quality?,Item B
tagp_shift_0120,factual,Which vehicle is fastest?,car
tagp_needle_0077,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0147,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0346,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0114,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0199,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0349,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0032,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0421,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0416,factual,What is the critical message?,System failure in production
tagp_filter_0366,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0262,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0384,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0001,factual,When was phase 2 completed?,March
tagp_shift_0381,factual,Which item has better quality?,Item B
tagp_filter_0298,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0145,factual,Which item has better quality?,Item B
tagp_shift_0362,factual,Which vehicle is fastest?,car
tagp_sustained_0060,factual,How did Alice pay?,cash
tagp_filter_0360,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0026,factual,Which vehicle is fastest?,car
tagp_needle_0298,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0235,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0188,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0130,factual,How did Alice pay?,cash
tagp_sustained_0154,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_shift_0437,factual,Which item has better quality?,Item B
tagp_sustained_0172,factual,Which server runs the API?,Server B
tagp_needle_0165,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0064,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0239,factual,What is the critical message?,System failure in production
tagp_filter_0222,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0128,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0361,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0125,factual,What is the critical message?,System failure in production
tagp_divided_0105,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0378,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0300,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0277,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0269,factual,What is the critical message?,System failure in production
tagp_filter_0129,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0043,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0112,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0435,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0212,factual,Which vehicle is fastest?,car
tagp_divided_0213,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0224,factual,What is the critical message?,System failure in production
tagp_shift_0359,factual,Which item has better quality?,Item B
tagp_needle_0398,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0176,factual,When was phase 2 completed?,March
tagp_needle_0292,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0349,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0269,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0101,factual,Which item has better quality?,Item B
tagp_filter_0107,factual,What is the critical message?,System failure in production
tagp_sustained_0050,factual,How did Alice pay?,cash
tagp_divided_0082,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0148,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0260,factual,Which vehicle is fastest?,car
tagp_divided_0384,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0134,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0327,factual,Which item has better quality?,Item B
tagp_filter_0271,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0153,factual,Which item has better quality?,Item B
tagp_shift_0255,factual,Which item has better quality?,Item B
tagp_needle_0118,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0221,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0424,factual,Which vehicle is fastest?,car
tagp_filter_0418,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0112,factual,Which server runs the API?,Server B
tagp_sustained_0038,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0040,factual,Which vehicle is fastest?,car
tagp_shift_0194,factual,Which vehicle is fastest?,car
tagp_sustained_0426,factual,When was phase 2 completed?,March
tagp_sustained_0084,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0351,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0330,factual,Which vehicle is fastest?,car
tagp_filter_0100,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0356,factual,What is the critical message?,System failure in production
tagp_filter_0276,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0340,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0433,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0052,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0217,factual,Which server runs the API?,Server B
tagp_divided_0155,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0324,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_needle_0246,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0278,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0027,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0359,factual,What is the critical message?,System failure in production
tagp_filter_0040,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0207,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0124,factual,Which vehicle is fastest?,car
tagp_needle_0091,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0235,factual,How did Alice pay?,cash
tagp_shift_0100,factual,Which vehicle is fastest?,car
tagp_needle_0185,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0232,factual,Which vehicle is fastest?,car
tagp_filter_0185,factual,What is the critical message?,System failure in production
tagp_needle_0043,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0389,factual,Which item has better quality?,Item B
tagp_divided_0333,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0093,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0065,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0133,factual,Which item has better quality?,Item B
tagp_needle_0099,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0282,factual,Which server runs the API?,Server B
tagp_divided_0327,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0344,factual,Which vehicle is fastest?,car
tagp_needle_0437,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0359,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0420,factual,Which vehicle is fastest?,car
tagp_sustained_0121,factual,When was phase 2 completed?,March
tagp_sustained_0124,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0414,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_shift_0139,factual,Which item has better quality?,Item B
tagp_divided_0286,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0261,factual,Which item has better quality?,Item B
tagp_shift_0376,factual,Which vehicle is fastest?,car
tagp_filter_0251,factual,What is the critical message?,System failure in production
tagp_divided_0074,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0014,factual,Which vehicle is fastest?,car
tagp_shift_0025,factual,Which item has better quality?,Item B
tagp_shift_0433,factual,Which item has better quality?,Item B
tagp_shift_0305,factual,Which item has better quality?,Item B
tagp_filter_0102,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0098,factual,Which user was logged in at 09:25?,User 6
tagp_needle_0285,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0064,factual,Which vehicle is fastest?,car
tagp_needle_0182,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0116,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0302,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0282,factual,Which vehicle is fastest?,car
tagp_divided_0430,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0012,factual,Which server runs the API?,Server B
tagp_needle_0155,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0342,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0196,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0022,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0367,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0146,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0377,factual,Which item has better quality?,Item B
tagp_needle_0350,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0137,factual,What is the critical message?,System failure in production
tagp_divided_0339,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0175,factual,Which item has better quality?,Item B
tagp_shift_0339,factual,Which item has better quality?,Item B
tagp_sustained_0006,factual,When was phase 2 completed?,March
tagp_shift_0052,factual,Which vehicle is fastest?,car
tagp_shift_0421,factual,Which item has better quality?,Item B
tagp_filter_0320,factual,What is the critical message?,System failure in production
tagp_divided_0410,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0303,factual,Which user was logged in at 09:25?,User 6
tagp_needle_0149,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0038,factual,Which vehicle is fastest?,car
tagp_divided_0119,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0099,factual,Which item has better quality?,Item B
tagp_divided_0412,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0268,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0107,factual,Which item has better quality?,Item B
