id,question_type,question,answer,choices
tmp_confidence_calibration_0620,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0621,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0622,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0623,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0624,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0625,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0626,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0627,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0628,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0629,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0630,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0631,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0632,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0633,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0634,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0635,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0636,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0637,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0638,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0639,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0640,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0641,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0642,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0643,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0644,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0645,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0646,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0647,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0648,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0649,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0650,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0651,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0652,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0653,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0654,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0655,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0656,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0657,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0658,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0659,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0660,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0661,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0662,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0663,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0664,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0665,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0666,factual,What is the capital of Uzbekistan?,Tashkent,
